lr_pair,ligand_gene_symbol,WT_MEF.x,WT_BMDM.x,log2diff.x,receptor_gene_symbol,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
Ccn1_Itgb2,Cyr61,960.921,2.1038,8.27573900657312,Itgb2,0.8166072,575.82319,-8.31073885283592,16.586477859409
Ccn1_Itgam,Cyr61,960.921,2.1038,8.27573900657312,Itgam,0.48287745,298.57655,-7.65838151439893,15.9341205209721
Col1a1_Cd93,Col1a1,2634.10771,3.65902,9.14361969428818,Cd93,0.26777,126.601,-6.653202791066,15.7968224853542
Pf4_Fgfr2,Pf4,1.018372098,633.40491,-8.29606795891963,Fgfr2,137.6287831,0.0425218,7.05500546907787,15.3510734279975
Col1a2_Cd93,Col1a2,1833.433666,3.52545,8.66305776415072,Cd93,0.26777,126.601,-6.653202791066,15.3162605552167
Cxcl12_Cxcr4,Cxcl12,532.95488,0.5292115,8.44778607220784,Cxcr4,0.239071,71.1842,-5.86435232531557,14.3121383975234
Vcam1_Itgb2,Vcam1,71.355422,0.2344891,5.87311512680495,Itgb2,0.8166072,575.82319,-8.31073885283592,14.1838539796409
Thbs1_Cd36,Thbs1,4977.1416,39.2272,6.95129213401829,Cd36,2.272886001,486.48954,-7.21866410098964,14.1699562350079
Col4a2_Cd93,Col4a2,247.91975,0.722455,7.17507059986637,Cd93,0.26777,126.601,-6.653202791066,13.8282733909324
Col4a1_Cd93,Col4a1,390.0937011,1.74056,7.15689976975069,Cd93,0.26777,126.601,-6.653202791066,13.8101025608167
Bgn_P2rx7,Bgn,2987.992522,4.37814,9.11833626134779,P2rx7,0.6005613,34.982989,-4.49066519503398,13.6090014563818
Jam3_Itgb2,Jam3,47.15029,0.488544,5.01557071510603,Itgb2,0.8166072,575.82319,-8.31073885283592,13.326309567942
Bgn_Tlr2,Bgn,2987.992522,4.37814,9.11833626134779,Tlr2,2.46755,49.7559,-3.87158694411896,12.9899232054668
Jam3_Itgam,Jam3,47.15029,0.488544,5.01557071510603,Itgam,0.48287745,298.57655,-7.65838151439893,12.673952229505
Pf4_Thbd,Pf4,1.018372098,633.40491,-8.29606795891963,Thbd,164.614,7.1471,4.34539420804879,12.6414621669684
Plat_Itgam,Plat,27.651227,0.1359827,4.65658415511642,Itgam,0.48287745,298.57655,-7.65838151439893,12.3149656695154
Cd14_Cd55,Cd14,1.77894,403.811,-7.18656999724921,Cd55,39.125542,0.2822097,4.96781674665481,12.154386743904
Ccn1_Tlr2,Cyr61,960.921,2.1038,8.27573900657312,Tlr2,2.46755,49.7559,-3.87158694411896,12.1473259506921
Comp_Cd36,Comp,30.136747,0.24814604,4.64075957476522,Cd36,2.272886001,486.48954,-7.21866410098964,11.8594236757549
Fn1_Itgb7,Fn1,2014.800732,10.5462273,7.44778768913862,Itgb7,0.897078,35.143572,-4.25188818930246,11.6996758784411
Csf1_Csf1r,Csf1,395.09871,30.540406,3.65058686645778,Csf1r,1.99847,639.9975,-7.73994838130804,11.3905352477658
Sema6d_Tyrobp,Sema6d,1.6244552,0.0431596,1.3310580682946,Tyrobp,1.99645,3084.5742,-10.0080689720057,11.3391270403003
Bgn_Tlr4,Bgn,2987.992522,4.37814,9.11833626134779,Tlr4,8.651088,42.819476,-2.18280873587917,11.301144997227
Apoe_Sdc1,Apoe,43.134594,3367.729969,-6.25415105293177,Sdc1,184.986176,5.46297,4.84685428741663,11.1010053403484
Pdgfb_Pdgfrb,Pdgfb,1.53828,60.8274,-4.60632320977851,Pdgfrb,113.60592,0.303905,6.45769899717587,11.0640222069544
Ccn1_Itgam,Cyr61,960.921,2.1038,8.27573900657312,Itgam,0,4.412807,-2.43637694798108,10.7121159545542
Npy_Fap,Npy,1.28543,558.367,-7.93518570234729,Fap,6.5537482,0.1180758,2.7561746940689,10.6913603964162
Cxcl12_Itga4,Cxcl12,532.95488,0.5292115,8.44778607220784,Itga4,2.8462909,16.094815,-2.15201902519205,10.5998050973999
Sema6d_Trem2,Sema6d,1.6244552,0.0431596,1.3310580682946,Trem2,1.405002,1452.3459,-9.23912429982758,10.5701823681222
Bgn_P2rx4,Bgn,2987.992522,4.37814,9.11833626134779,P2rx4,82.070173,195.689464,-1.24351721524945,10.3618534765972
Spon2_Itgb2,Spon2,3.103728519,0,2.0369352930192,Itgb2,0.8166072,575.82319,-8.31073885283592,10.3476741458551
Vcam1_Itgb7,Vcam1,71.355422,0.2344891,5.87311512680495,Itgb7,0.897078,35.143572,-4.25188818930246,10.1250033161074
Apoe_Vldlr,Apoe,43.134594,3367.729969,-6.25415105293177,Vldlr,15.10817,0.14826901,3.81026002997983,10.0644110829116
Clec4g_Tyrobp,Clec4g,0,0,0,Tyrobp,1.99645,3084.5742,-10.0080689720057,10.0080689720057
Sema4d_Erbb2,Sema4d,1.652939196,177.740058,-6.07412757722307,Erbb2,19.48267,0.3774123,3.89437141853537,9.96849899575844
Tnc_Tlr4,Tnc,465.022368,1.378724,7.61406750475719,Tlr4,8.651088,42.819476,-2.18280873587917,9.79687624063636
Igf1_Igf1r,Igf1,6.571531544,492.78622,-6.02715761255311,Igf1r,31.004049,1.426506,3.72130210701315,9.74845971956626
Thbs1_Ptprj,Thbs1,4977.1416,39.2272,6.95129213401829,Ptprj,3.562605,29.325788,-2.73261546816178,9.68390760218007
Bsg_Itgb2,Bsg,1157.79434,493.930412,1.22732694370182,Itgb2,0.8166072,575.82319,-8.31073885283592,9.53806579653774
Osm_Osmr,Osm,0,14.153899,-3.92161713243084,Osmr,57.177432,0.214981625,5.58145321584789,9.50307034827873
Npy_Npy1r,Npy,1.28543,558.367,-7.93518570234729,Npy1r,2.125034,0.0718323,1.5437926883303,9.47897839067759
Col1a1_Cd44,Col1a1,2634.10771,3.65902,9.14361969428818,Cd44,185.139953,222.431201,-0.263442916633299,9.40706261092148
Bgn_Cd44,Bgn,2987.992522,4.37814,9.11833626134779,Cd44,185.139953,222.431201,-0.263442916633299,9.38177917798109
Ccl12_Ccr4,Ccl12,0,628.9244,-9.29903488459414,Ccr4,0.0341315,0,0.0484196501937944,9.34745453478794
Col3a1_Mag,Col3a1,1318.097425,1.18044,9.24071611499979,Mag,1.243301254,1.361128788,-0.0738533620122486,9.31456947701204
Cxcl12_Cmklr1,Cxcl12,532.95488,0.5292115,8.44778607220784,Cmklr1,7.81479,14.417738,-0.80659301214929,9.25437908435713
Icam5_Itgb2,Icam5,1.13368,0.167686,0.869691449025324,Itgb2,0.8166072,575.82319,-8.31073885283592,9.18043030186124
Il34_Csf1r,Il34,1.704652,0,1.43544297846169,Csf1r,1.99847,639.9975,-7.73994838130804,9.17539135976973
Plau_Mrc2,Plau,119.835,738.669,-2.61384141927129,Mrc2,114.527324,0.2657762,6.51206795492056,9.12590937419185
Pdgfb_Pdgfra,Pdgfb,1.53828,60.8274,-4.60632320977851,Pdgfra,22.88336,0.0422082,4.51829039855657,9.12461360833508
Ebi3_Il6st,Ebi3,0,51.603,-5.71707317504568,Il6st,246.9540557,23.593961,3.3336968100557,9.05076998510138
Tgfb1_Sdc2,Tgfb1,36.516978,151.896501,-2.02693986306912,Sdc2,176.6,0.414207,6.97249446601393,8.99943432908305
Inhba_Tgfbr1,Inhba,181.8372,0.8129569,6.65607119247859,Tgfbr1,12.356618,65.822082,-2.32277018154897,8.97884137402756
Tslp_Il7r,Tslp,5.40883,0.094732,2.54948327293152,Il7r,0.237999,103.624,-6.40105987407615,8.95054314700767
Col1a2_Cd44,Col1a2,1833.433666,3.52545,8.66305776415072,Cd44,185.139953,222.431201,-0.263442916633299,8.92650068078402
Cx3cl1_Cx3cr1,Cx3cl1,23.458544,0.711635,3.83689153366835,Cx3cr1,0.101363,34.95967,-5.02901782880849,8.86590936247684
Tgfb3_Tgfbr1,Tgfb3,256.844,1.77083,6.54003646515003,Tgfbr1,12.356618,65.822082,-2.32277018154897,8.862806646699
Gnai2_Cav1,Gnai2,454.125406,674.544472,-0.56978662458612,Cav1,1372.73571,3.523772,8.2463625398527,8.81614916443882
Jam3_Itgal,Jam3,47.15029,0.488544,5.01557071510603,Itgal,0.072361949,13.2910357,-3.73624663643041,8.75181735153644
Hc_C5ar1,Hc,0.1770777,0.2139275,-0.0444727041992031,C5ar1,0.3415095,572.5897,-8.74001803625955,8.69554533206035
Col1a2_Itga2,Col1a2,1833.433666,3.52545,8.66305776415072,Itga2,0.312379,0.300432,0.0131934516309132,8.64986431251981
Thbs1_Cd47,Thbs1,4977.1416,39.2272,6.95129213401829,Cd47,51.0715,159.8049,-1.62674549707025,8.57803763108854
Hmgb1_Itgam,Hmgb1,346.48627,184.0031977,0.909405767372353,Itgam,0.48287745,298.57655,-7.65838151439893,8.56778728177128
F7_F3,F7,0.264573,2.18999,-1.33490157957273,F3,200.46008,0.380575658,7.18908022957391,8.52398180914664
Cd14_Itgb1,Cd14,1.77894,403.811,-7.18656999724921,Itgb1,895.6289,362.4687,1.30267986861941,8.48924986586862
Cxcl12_Oprd1,Cxcl12,532.95488,0.5292115,8.44778607220784,Oprd1,0,0.0242591,-0.0345807104570249,8.48236678266487
Cxcl12_Dpp4,Cxcl12,532.95488,0.5292115,8.44778607220784,Dpp4,0.19953908,0.215719807,-0.0193306017609377,8.46711667396878
Vcan_Tlr2,Vcan,29.6031752,0.2758712,4.58412674538368,Tlr2,2.46755,49.7559,-3.87158694411896,8.45571368950264
Cxcl12_Oprm1,Cxcl12,532.95488,0.5292115,8.44778607220784,Oprm1,0,0,0,8.44778607220784
Timp1_Lrp1,Timp1,1564.552,7.56633,7.51377845810819,Lrp1,186.5028755,355.3835891,-0.926518183957013,8.4402966420652
C3_Cd55,C3,0.745931,18.36,-3.47101050338065,Cd55,39.125542,0.2822097,4.96781674665481,8.43882725003546
Npy_Npy6r,Npy,1.28543,558.367,-7.93518570234729,Npy6r,0.41213,0,0.497872908525632,8.43305861087292
S100a9_Ager,S100a9,0,267.9533,-8.07121188037321,Ager,0.936983,0.523816,0.3461225834704,8.41733446384361
Fgg_Itgb2,Fgg,0.175506,0.121039,0.0684454336336074,Itgb2,0.8166072,575.82319,-8.31073885283592,8.37918428646953
Fga_Itgb2,Fga,0.140425,0.145325,-0.00618546781518431,Itgb2,0.8166072,575.82319,-8.31073885283592,8.30455338502074
Mmp9_Itgb2,Mmp9,1.135303,1.165329,-0.0201454414932565,Itgb2,0.8166072,575.82319,-8.31073885283592,8.29059341134266
Serpine2_Plaur,Serpine2,577.829044,1.468407,7.87341321285611,Plaur,103.152203,137.521588,-0.411417476471627,8.28483068932774
Ccl4_Ccr8,Ccl4,0,307.717,-8.27014111924673,Ccr8,0,0,0,8.27014111924673
Postn_Itga5,Postn,877.38416,1.46189396,8.47893960543503,Itga5,195.791418,167.0098,0.228121918898561,8.25081768653647
Shh_Cav1,Shh,0.0335883,0.0347756,-0.00165629656385644,Cav1,1372.73571,3.523772,8.2463625398527,8.24801883641656
Vwf_Tnfrsf11b,Vwf,0.3321979,27.347463,-4.41133930676505,Tnfrsf11b,14.26,0.070304,3.83366243146014,8.24500173822519
Cxcl12_Itga5,Cxcl12,532.95488,0.5292115,8.44778607220784,Itga5,195.791418,167.0098,0.228121918898561,8.21966415330928
Igf2_Insr,Igf2,901.3366,1.105355,8.74345837675,Insr,8.0215012,5.2179494,0.536928644999354,8.20652973175065
Osm_Egfr,Osm,0,14.153899,-3.92161713243084,Egfr,22.204066,0.1973763,4.27642910285481,8.19804623528565
Ptn_Alk,Ptn,310.1113394,0.0638428,8.19200218398374,Alk,0,0,0,8.19200218398374
Selplg_Selp,Selplg,0.869453,239.978513,-7.01014450236542,Selp,3.671491,1.073936,1.17151171404999,8.18165621641541
Igf2_Igf2r,Igf2,901.3366,1.105355,8.74345837675,Igf2r,68.440392,45.8714,0.567067204743761,8.17639117200624
Sema4d_Met,Sema4d,1.652939196,177.740058,-6.07412757722307,Met,6.903870441,0.8473532,2.09709957358245,8.17122715080552
Gnai2_C5ar1,Gnai2,454.125406,674.544472,-0.56978662458612,C5ar1,0.3415095,572.5897,-8.74001803625955,8.17023141167343
Cxcl12_Gpr17,Cxcl12,532.95488,0.5292115,8.44778607220784,Gpr17,0.216577,0,0.282827634705097,8.16495843750274
Plg_Itgb2,Plg,0.104313,0.25199,-0.181073900003679,Itgb2,0.8166072,575.82319,-8.31073885283592,8.12966495283224
Csf3_Csf1r,Csf3,0.285924,0,0.362805379786289,Csf1r,1.99847,639.9975,-7.73994838130804,8.10275376109433
Ptn_Nrp1,Ptn,310.1113394,0.0638428,8.19200218398374,Nrp1,135.2608767,126.2424643,0.0987911763010896,8.09321100768265
Angpt2_Itgb2,Angpt2,5.527978,6.6094,-0.221146506657573,Itgb2,0.8166072,575.82319,-8.31073885283592,8.08959234617835
Vcam1_Itga4,Vcam1,71.355422,0.2344891,5.87311512680495,Itga4,2.8462909,16.094815,-2.15201902519205,8.025134151997
Npy_Npy5r,Npy,1.28543,558.367,-7.93518570234729,Npy5r,0.0577583,0,0.0810100062538086,8.0161957086011
Npy_Npy2r,Npy,1.28543,558.367,-7.93518570234729,Npy2r,0.057088838,0,0.0800966262535525,8.01528232860084
Npy_Npy4r,Npy,1.28543,558.367,-7.93518570234729,Npy4r,0.0521418,0,0.0733291536517668,8.00851485599906
Sema3f_Nrp2,Sema3f,123.9195547,0.5172622,6.36338510040404,Nrp2,48.5063956,152.88649,-1.63617975987577,7.99956486027981
Col3a1_Itgb1,Col3a1,1318.097425,1.18044,9.24071611499979,Itgb1,895.6289,362.4687,1.30267986861941,7.93803624638038
Pf4_Procr,Pf4,1.018372098,633.40491,-8.29606795891963,Procr,18.68603,24.28868,-0.361319535978756,7.93474842294087
Inhba_Acvr1b,Inhba,181.8372,0.8129569,6.65607119247859,Acvr1b,5.12683,13.7493,-1.2674337591713,7.92350495164989
Npy_Dpp4,Npy,1.28543,558.367,-7.93518570234729,Dpp4,0.19953908,0.215719807,-0.0193306017609377,7.91585510058635
Serpine1_Lrp1,Serpine1,2487.2667,18.75590681,6.97671324742613,Lrp1,186.5028755,355.3835891,-0.926518183957013,7.90323143138314
App_Cav1,App,753.447,588.005,0.35713967380668,Cav1,1372.73571,3.523772,8.2463625398527,7.88922286604602
Thbs1_Lrp1,Thbs1,4977.1416,39.2272,6.95129213401829,Lrp1,186.5028755,355.3835891,-0.926518183957013,7.8778103179753
Cfh_Itgam,Cfh,2.7276921,2.262759,0.192190272825113,Itgam,0.48287745,298.57655,-7.65838151439893,7.85057178722404
Sema4d_Plxnb1,Sema4d,1.652939196,177.740058,-6.07412757722307,Plxnb1,2.460621,0.0110665,1.77515305970913,7.8492806369322
Col1a1_Itgb1,Col1a1,2634.10771,3.65902,9.14361969428818,Itgb1,895.6289,362.4687,1.30267986861941,7.84093982566877
Il7_Il7r,Il7,1.940408,0.0868736,1.43583218271104,Il7r,0.237999,103.624,-6.40105987407615,7.83689205678719
Lcn2_Slc22a17,Lcn2,0.303825,30.069355,-4.57467014293882,Slc22a17,9.28819,0.0873977,3.24203760453464,7.81670774747346
Egf_Cav1,Egf,0.891959741,0.399643,0.434822496883573,Cav1,1372.73571,3.523772,8.2463625398527,7.81154004296913
Crp_Fcgr1,Crp,0.0588409,0.247996,-0.237127481958711,Fcgr1,0.111389,290.084,-8.03292786450498,7.79580038254627
Lamb1_Itga6,Lamb1,100.217529,0.34802723,6.23046571039198,Itga6,45.19801162,132.568121,-1.5316730537213,7.76213876411328
Postn_Itgb3,Postn,877.38416,1.46189396,8.47893960543503,Itgb3,5.4329,2.88614,0.727131386417767,7.75180821901726
Ccl4_Ackr2,Ccl4,0,307.717,-8.27014111924673,Ackr2,0,0.455313,-0.541329472710553,7.72881164653618
Cxcl12_Itgb3,Cxcl12,532.95488,0.5292115,8.44778607220784,Itgb3,5.4329,2.88614,0.727131386417767,7.72065468579007
Fn1_Cd79a,Fn1,2014.800732,10.5462273,7.44778768913862,Cd79a,0.0690894,0.285787,-0.266269169531458,7.71405685867008
Fn1_Cd44,Fn1,2014.800732,10.5462273,7.44778768913862,Cd44,185.139953,222.431201,-0.263442916633299,7.71123060577192
Gdf15_Egfr,Gdf15,7.411996,89.61359,-3.42920736913439,Egfr,22.204066,0.1973763,4.27642910285481,7.7056364719892
Fyn_Thy1,Fyn,39.923371,46.49058209,-0.214716449582799,Thy1,642.45369,2.577541,7.49072420887616,7.70544065845896
Apoe_Lrp5,Apoe,43.134594,3367.729969,-6.25415105293177,Lrp5,34.4783481,12.012486,1.44704222683372,7.70119327976549
Adam17_Ghr,Adam17,33.220843,98.554446,-1.54061044690033,Ghr,85.861088,0.2294219,6.14265802912553,7.68326847602586
Col4a6_Cd93,Col4a6,1.06137,0.063781,0.954402306155955,Cd93,0.26777,126.601,-6.653202791066,7.60760509722195
Tnc_Itga2,Tnc,465.022368,1.378724,7.61406750475719,Itga2,0.312379,0.300432,0.0131934516309132,7.60087405312628
Ptgs2_Ptger2,Ptgs2,42.4888,0.589407,4.77408339209244,Ptger2,0.0256514,6.21624,-2.81470685218907,7.58879024428151
Col8a1_Itga2,Col8a1,232.085,0.208477,7.59152233806008,Itga2,0.312379,0.300432,0.0131934516309132,7.57832888642917
Tln1_Itgb2,Tln1,134.506901,225.624598,-0.741938134827783,Itgb2,0.8166072,575.82319,-8.31073885283592,7.56880071800814
Thbs1_Scarb2,Thbs1,4977.1416,39.2272,6.95129213401829,Scarb2,47.7320245,73.33977,-0.60926406623839,7.56055620025668
Il7_Il2rg,Il7,1.940408,0.0868736,1.43583218271104,Il2rg,1.098843,145.242333,-6.12262292816287,7.55845511087391
Csf2_Csf1r,Csf2,0,0.142439,-0.192117135307914,Csf1r,1.99847,639.9975,-7.73994838130804,7.54783124600013
Icam4_Itgam,Icam4,0.219175,0.339523,-0.135814128067922,Itgam,0.48287745,298.57655,-7.65838151439893,7.52256738633101
Lgals3_Itga3,Lgals3,699.056386,8794.68653,-3.6512531551774,Itga3,13.76334001,0.041883108,3.82475381744406,7.47600697262146
Apob_Cd36,Apob,0.4094271,0.1851018,0.250097867462879,Cd36,2.272886001,486.48954,-7.21866410098964,7.46876196845252
Ccn2_Itgam,Ctcf,35.49992,41.0102,-0.20284635223128,Itgam,0.48287745,298.57655,-7.65838151439893,7.45553516216765
Tgfb3_Eng,Tgfb3,256.844,1.77083,6.54003646515003,Eng,15.784582,30.61752,-0.913587601823292,7.45362406697332
Jam3_Itgam,Jam3,47.15029,0.488544,5.01557071510603,Itgam,0,4.412807,-2.43637694798108,7.45194766308711
Tnc_Itgb6,Tnc,465.022368,1.378724,7.61406750475719,Itgb6,0.120179,0,0.163729287441971,7.45033821731522
Fn1_Col13a1,Fn1,2014.800732,10.5462273,7.44778768913862,Col13a1,0,0,0,7.44778768913862
Apoe_Sdc4,Apoe,43.134594,3367.729969,-6.25415105293177,Sdc4,149.568,67.51960001,1.13582655400698,7.38997760693875
Serpine1_Plaur,Serpine1,2487.2667,18.75590681,6.97671324742613,Plaur,103.152203,137.521588,-0.411417476471627,7.38813072389776
Il4_Il2rg,Il4,4.78081,1.40483,1.26533674360032,Il2rg,1.098843,145.242333,-6.12262292816287,7.38795967176319
Postn_Itgav,Postn,877.38416,1.46189396,8.47893960543503,Itgav,80.8256866,37.33793514,1.09378116664574,7.38515843878929
Ptn_Ptprb,Ptn,310.1113394,0.0638428,8.19200218398374,Ptprb,0.7738121,0.00800001,0.81535753982829,7.37664464415545
Pf4_Lrp1,Pf4,1.018372098,633.40491,-8.29606795891963,Lrp1,186.5028755,355.3835891,-0.926518183957013,7.36954977496262
Col1a2_Itgb1,Col1a2,1833.433666,3.52545,8.66305776415072,Itgb1,895.6289,362.4687,1.30267986861941,7.36037789553131
Cxcl12_Itgav,Cxcl12,532.95488,0.5292115,8.44778607220784,Itgav,80.8256866,37.33793514,1.09378116664574,7.3540049055621
Hgf_Sdc2,Hgf,6.9713433,9.34674,-0.376281514840527,Sdc2,176.6,0.414207,6.97249446601393,7.34877598085446
Ccl4_Ccr3,Ccl4,0,307.717,-8.27014111924673,Ccr3,0,0.901752,-0.927329122277334,7.3428119969694
Agrn_Atp1a3,Agrn,19.597712,5.1075936,1.75380811796989,Atp1a3,0.183721501,54.040538,-5.53909297465725,7.29290109262714
Hp_Itgam,Hp,1.88803,2.73284,-0.370187943415731,Itgam,0.48287745,298.57655,-7.65838151439893,7.2881935709832
Ccn2_Fgfr2,Ctcf,35.49992,41.0102,-0.20284635223128,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.25785182130915
Osm_Il6st,Osm,0,14.153899,-3.92161713243084,Il6st,246.9540557,23.593961,3.3336968100557,7.25531394248654
Selplg_Sele,Selplg,0.869453,239.978513,-7.01014450236542,Sele,0.164001,0,0.219092297674394,7.22923680003981
Fn1_Itga5,Fn1,2014.800732,10.5462273,7.44778768913862,Itga5,195.791418,167.0098,0.228121918898561,7.21966577024006
Icam1_Itgb2,Icam1,22.331091,49.071948,-1.10174881146749,Itgb2,0.8166072,575.82319,-8.31073885283592,7.20899004136843
Ccn1_Itgav,Cyr61,960.921,2.1038,8.27573900657312,Itgav,80.8256866,37.33793514,1.09378116664574,7.18195783992738
Postn_Itgb1,Postn,877.38416,1.46189396,8.47893960543503,Itgb1,895.6289,362.4687,1.30267986861941,7.17625973681562
Jam3_Itga4,Jam3,47.15029,0.488544,5.01557071510603,Itga4,2.8462909,16.094815,-2.15201902519205,7.16758974029808
Csf2_Sdc2,Csf2,0,0.142439,-0.192117135307914,Sdc2,176.6,0.414207,6.97249446601393,7.16461160132184
Cxcl12_Itgb1,Cxcl12,532.95488,0.5292115,8.44778607220784,Itgb1,895.6289,362.4687,1.30267986861941,7.14510620358843
Tgfb2_Tgfbr1,Tgfb2,40.7653,0.4962291,4.80290180074338,Tgfbr1,12.356618,65.822082,-2.32277018154897,7.12567198229235
Bmp4_Hjv,Bmp4,125.93985,0,6.98800123273112,Hfe2,0,0.0997036,-0.137114730630073,7.12511596336119
Igf1_Itgav,Igf1,6.571531544,492.78622,-6.02715761255311,Itgav,80.8256866,37.33793514,1.09378116664574,7.12093877919885
Apoe_Lrp6,Apoe,43.134594,3367.729969,-6.25415105293177,Lrp6,24.0263631,12.887054,0.849708071428683,7.10385912436045
Plat_Itgam,Plat,27.651227,0.1359827,4.65658415511642,Itgam,0,4.412807,-2.43637694798108,7.0929611030975
Fgf1_Fgfr2,Fgf1,0.0787653,0.0980285,-0.0255344797379725,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.08053994881584
Hras_Cav1,Hras,162.63717,71.822991,1.16803459030578,Cav1,1372.73571,3.523772,8.2463625398527,7.07832794954692
Ptn_Sdc4,Ptn,310.1113394,0.0638428,8.19200218398374,Sdc4,149.568,67.51960001,1.13582655400698,7.05617562997676
Fgf6_Fgfr2,Fgf6,0.0201244,0.0208451,-0.0010188788800466,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05602434795792
Fgf15_Fgfr2,Fgf15,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf17_Fgfr2,Fgf17,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf20_Fgfr2,Fgf20,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf21_Fgfr2,Fgf21,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf23_Fgfr2,Fgf23,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf3_Fgfr2,Fgf3,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf4_Fgfr2,Fgf4,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf8_Fgfr2,Fgf8,0,0,0,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.05500546907787
Fgf11_Fgfr2,Fgf11,0.471614,0.454713,0.0166647541447135,Fgfr2,137.6287831,0.0425218,7.05500546907787,7.03834071493316
Bsg_Cav1,Bsg,1157.79434,493.930412,1.22732694370182,Cav1,1372.73571,3.523772,8.2463625398527,7.01903559615088
Sema3a_Nrp2,Sema3a,41.614332,0.0238656,5.37924046319328,Nrp2,48.5063956,152.88649,-1.63617975987577,7.01542022306905
Hspg2_Col13a1,Hspg2,181.4255,0.4147908,7.01057485501512,Col13a1,0,0,0,7.01057485501512
Serpine1_Lrp1b,Serpine1,2487.2667,18.75590681,6.97671324742613,Lrp1b,0.0371751,0.044048,-0.00952856499720692,6.98624181242334
Il16_Kcnj15,Il16,0.13498756,10.4500839,-3.33460977955107,Kcnj15,11.31248402,0,3.6220499470274,6.95665972657847
Ccn3_Notch1,Nov,145.595,0.0344954,7.14676485714923,Notch1,9.7253015,8.3703489,0.194843532050063,6.95192132509917
Ccl3_Ackr2,Ccl3,0.145584,204.819,-7.48914911107629,Ackr2,0,0.455313,-0.541329472710553,6.94781963836574
Bmp4_Musk,Bmp4,125.93985,0,6.98800123273112,Musk,0.028562168,0,0.0406289953745218,6.9473722373566
Thbs1_Itga2,Thbs1,4977.1416,39.2272,6.95129213401829,Itga2,0.312379,0.300432,0.0131934516309132,6.93809868238738
Vwf_Gp1bb,Vwf,0.3321979,27.347463,-4.41133930676505,Gp1bb,4.73578,0,2.51998968948685,6.9313289962519
Timp1_Cd63,Timp1,1564.552,7.56633,7.51377845810819,Cd63,1706.55545,1118.30741,0.609326111478737,6.90445234662945
Tnc_Itgb3,Tnc,465.022368,1.378724,7.61406750475719,Itgb3,5.4329,2.88614,0.727131386417767,6.88693611833942
Il33_Il1rl1,Il33,0.779101018,0,0.831148429677602,Il1rl1,743.0578,2.5339102,7.7180055069851,6.8868570773075
Fgf12_Fgfr2,Fgf12,0.155417,0,0.208413626755594,Fgfr2,137.6287831,0.0425218,7.05500546907787,6.84659184232228
Apoe_Ldlr,Apoe,43.134594,3367.729969,-6.25415105293177,Ldlr,84.52638022,57.3637214,0.551297605697654,6.80544865862942
Thbs1_Itgb6,Thbs1,4977.1416,39.2272,6.95129213401829,Itgb6,0.120179,0,0.163729287441971,6.78756284657632
Selplg_Cxcr2,Selplg,0.869453,239.978513,-7.01014450236542,Cxcr2,0.337303,0.563081,-0.225066160071274,6.78507834229415
Apoe_Lrp2,Apoe,43.134594,3367.729969,-6.25415105293177,Lrp2,0.5162717,0.0573732,0.520043626513603,6.77419467944537
Hmgb1_Cxcr4,Hmgb1,346.48627,184.0031977,0.909405767372353,Cxcr4,0.239071,71.1842,-5.86435232531557,6.77375809268792
Slit2_Plxna1,Slit2,129.189386,0.216853706,6.7413122908032,Plxna1,119.441083,120.97762,-0.0182888858756929,6.75960117667889
Igf1_Itgb3,Igf1,6.571531544,492.78622,-6.02715761255311,Itgb3,5.4329,2.88614,0.727131386417767,6.75428899897088
Slit2_Robo4,Slit2,129.189386,0.216853706,6.7413122908032,Robo4,0,0,0,6.7413122908032
Ebi3_Il27ra,Ebi3,0,51.603,-5.71707317504568,Il27ra,1.412117,0.186479,1.02361332113622,6.7406864961819
Fgf9_Fgfr2,Fgf9,0.292214,0.0306947,0.326227952374816,Fgfr2,137.6287831,0.0425218,7.05500546907787,6.72877751670306
Thbs1_Itga5,Thbs1,4977.1416,39.2272,6.95129213401829,Itga5,195.791418,167.0098,0.228121918898561,6.72317021511973
Col4a4_Cd93,Col4a4,0.0547014,0.00944688,0.063269616675775,Cd93,0.26777,126.601,-6.653202791066,6.71647240774178
Hmgb1_Havcr2,Hmgb1,346.48627,184.0031977,0.909405767372353,Havcr2,0.919572,105.114,-5.78868652418098,6.69809229155333
Inhba_Acvr2b,Inhba,181.8372,0.8129569,6.65607119247859,Acvr2b,0.795086,0.818524,-0.0187150027526327,6.67478619523122
