lr_pair,ligand_gene_symbol,WT_MEF.x,WT_BMDM.x,log2diff.x,receptor_gene_symbol,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
Rspo4_Lgr4,Rspo4,0,0,0,Lgr4,25.47467728,0.058264302,4.64484120689485,4.64484120689485
Gdf11_Acvr1b,Gdf11,10.0824,0.0720167,3.36987105911491,Acvr1b,5.12683,13.7493,-1.2674337591713,4.63730481828621
Cd274_Cd80,Cd274,0.500912,15.0215,-3.41609792735772,Cd80,32.7516,13.5646,1.21248981491277,4.62858774227049
Cdh1_Ptprm,Cdh1,0.1780925,0.28969678,-0.13057909481862,Ptprm,24.2925,0.121404,4.49533161905071,4.62591071386933
Shh_Cdon,Shh,0.0335883,0.0347756,-0.00165629656385644,Cdon,25.94502,0.102309,4.61141805461221,4.61307435117607
Icam5_Itgal,Icam5,1.13368,0.167686,0.869691449025324,Itgal,0.072361949,13.2910357,-3.73624663643041,4.60593808545573
Calm1_Cacna1c,Calm1,566.16436,1049.932586,-0.889831344816797,Cacna1c,12.29633029,0.014894064,3.71162707526051,4.60145842007731
Il15_Il11ra1,Il15,1.39267,15.731493,-2.80587284958506,Il11ra1,102.169179,28.750651,1.7940188983114,4.59989174789646
Mif_Ackr3,Mif,721.55364,805.74112,-0.159001100184517,Ackr3,20.6789,0,4.43821965025045,4.59722075043497
Vwf_Gp5,Vwf,0.3321979,27.347463,-4.41133930676505,Gp5,0.1327,0,0.17976580835815,4.5911051151232
Il17f_Il17rc,Il17f,0.683187,0.408446,0.257091215551425,Il17rc,37.161938,0.3277024,4.84513072560675,4.58803951005533
Inhbb_Acvr2b,Inhbb,22.731,0,4.56870099038946,Acvr2b,0.795086,0.818524,-0.0187150027526327,4.58741599314209
Lama5_Itgb4,Lama5,61.3802,0.2776062,5.609573054071,Itgb4,1.167553402,0.0672375,1.0221862724091,4.5873867816619
Il1a_Il1r1,Il1a,0.0991863,0.205275,-0.132926426679232,Il1r1,28.1763,0.3314853,4.45368853315243,4.58661495983166
Efnb3_Ephb3,Efnb3,0.32865,0.123749,0.241641280397612,Ephb3,28.710302,0.0465981,4.82718381988579,4.58554253948818
Cck_Cckbr,Cck,22.944333,0,4.58161234290668,Cckbr,0,0,0,4.58161234290668
Ccl5_Ackr4,Ccl5,1.86328,45.570875,-4.02368732516479,Ackr4,0.600883,0.0943321,0.548817249575602,4.57250457474039
Vcam1_Itgb1,Vcam1,71.355422,0.2344891,5.87311512680495,Itgb1,895.6289,362.4687,1.30267986861941,4.57043525818554
Calm1_Kcnn4,Calm1,566.16436,1049.932586,-0.889831344816797,Kcnn4,6.0087795,306.83083,-5.45683068104692,4.56699933623012
Efna5_Epha10,Efna5,22.58558,0,4.55983317393317,Epha10,0,0,0,4.55983317393317
Ccl24_Ccr2,Ccl24,0.0787957,0.446096,-0.422741653471648,Ccr2,0.0636785,32.48525,-4.97639167625542,4.55365002278377
Cck_Cckar,Cck,22.944333,0,4.58161234290668,Cckar,0.0590562,0.0337543,0.0348858191479808,4.5467265237587
Tgm2_Sdc4,Tgm2,20.5178,227.770377,-3.41029776457531,Sdc4,149.568,67.51960001,1.13582655400698,4.54612431858229
Tnfsf13_Tnfrsf17,Tnfsf13,0.378534,31.06666,-4.53986733797764,Tnfrsf17,0,0,0,4.53986733797764
Vwf_Stab2,Vwf,0.3321979,27.347463,-4.41133930676505,Stab2,0.302725,0.1959029,0.123432312655017,4.53477161942007
Apoc1_Vldlr,Apoc1,0.772063,1.92619,-0.723593552744752,Vldlr,15.10817,0.14826901,3.81026002997983,4.53385358272458
Bmp4_Bmpr1b,Bmp4,125.93985,0,6.98800123273112,Bmpr1b,4.50009,0,2.45945522618118,4.52854600654994
Inhbb_Acvr1c,Inhbb,22.731,0,4.56870099038946,Acvr1c,0.0302191,0,0.0429511926207869,4.52574979776867
Efna5_Epha6,Efna5,22.58558,0,4.55983317393317,Epha6,0.0239856,0,0.0341954272962499,4.52563774663692
Nrg1_Erbb3,Nrg1,11.381554,0.1323309,3.45082487522187,Erbb3,0.123743,1.34604,-1.06191548258033,4.5127403578022
Gdf7_Bmpr1a,Gdf7,0.354615,0,0.437882876291528,Bmpr1a,59.336454,0.9562711,4.94685169325276,4.50896881696123
C3_C3ar1,C3,0.745931,18.36,-3.47101050338065,C3ar1,0.589276,398.487,-7.97363505528143,4.50262455190078
C3_Cd81,C3,0.745931,18.36,-3.47101050338065,Cd81,680.83971,332.949866,1.02980108842642,4.50081159180707
Efna5_Epha5,Efna5,22.58558,0,4.55983317393317,Epha5,0.180017,0.131864,0.060107023589298,4.49972615034387
Hsp90b1_Tlr2,Hsp90b1,862.916371,559.25092,0.624818550284877,Tlr2,2.46755,49.7559,-3.87158694411896,4.49640549440384
Areg_Egfr,Areg,0.0846699,0.262541,-0.219074188102595,Egfr,22.204066,0.1973763,4.27642910285481,4.49550329095741
Vegfc_Nrp2,Vegfc,8.137874,0.259993,2.8584428309697,Nrp2,48.5063956,152.88649,-1.63617975987577,4.49462259084547
Ccn2_Egfr,Ctcf,35.49992,41.0102,-0.20284635223128,Egfr,22.204066,0.1973763,4.27642910285481,4.47927545508609
Vip_Npr3,Vip,0.392736,0,0.47792181387129,Npr3,30.9066,0.0277476,4.9562969737138,4.47837515984251
Ccl5_Gpr75,Ccl5,1.86328,45.570875,-4.02368732516479,Gpr75,0.358987,0,0.442531655424483,4.46621898058927
Apob_Apobr,Apob,0.4094271,0.1851018,0.250097867462879,Apobr,3.90417,89.61871,-4.20772805842076,4.45782592588364
Ntn1_Unc5b,Ntn1,4.69228,1.177101,1.38659829041349,Unc5b,97.96570579,0.723586,5.84344348987493,4.45684519946144
Tslp_Crlf2,Tslp,5.40883,0.094732,2.54948327293152,Crlf2,24.97132,96.27611,-1.905166196342,4.45464946927352
Comp_Notch1,Comp,30.136747,0.24814604,4.64075957476522,Notch1,9.7253015,8.3703489,0.194843532050063,4.44591604271516
Vwf_Itga2,Vwf,0.3321979,27.347463,-4.41133930676505,Itga2,0.312379,0.300432,0.0131934516309132,4.42453275839596
Cd14_Tlr9,Cd14,1.77894,403.811,-7.18656999724921,Tlr9,0.0272353,5.97925,-2.7643053254125,4.42226467183671
Wnt5a_Lrp6,Wnt5a,41.001978,0.0937953,5.26304259723112,Lrp6,24.0263631,12.887054,0.849708071428683,4.41333452580244
Vwf_Gp9,Vwf,0.3321979,27.347463,-4.41133930676505,Gp9,0,0,0,4.41133930676505
Cdh1_Egfr,Cdh1,0.1780925,0.28969678,-0.13057909481862,Egfr,22.204066,0.1973763,4.27642910285481,4.40700819767343
Gdf15_Ret,Gdf15,7.411996,89.61359,-3.42920736913439,Ret,0.986861,0.017712,0.965161591563259,4.39436896069765
Slit2_Robo2,Slit2,129.189386,0.216853706,6.7413122908032,Robo2,4.100458,0,2.3506268009393,4.3906854898639
Ccl2_Ackr2,Ccl2,81.569044,2517.1024,-4.9305921404822,Ackr2,0,0.455313,-0.541329472710553,4.38926266777165
Lgals3_Itgb3,Lgals3,699.056386,8794.68653,-3.6512531551774,Itgb3,5.4329,2.88614,0.727131386417767,4.37838454159517
Hspa1b_Lrp1,Hspa1b,33.9787,2.20906,3.44625400266351,Lrp1,186.5028755,355.3835891,-0.926518183957013,4.37277218662052
Col8a1_Itga1,Col8a1,232.085,0.208477,7.59152233806008,Itga1,9.5804,0.128896,3.22840968217491,4.36311265588517
Bmp5_Bmpr1a,Bmp5,0.525087,0,0.608891544897455,Bmpr1a,59.336454,0.9562711,4.94685169325276,4.3379601483553
Pdgfa_Pdgfra,Pdgfa,46.45269,40.71029,0.186086530201274,Pdgfra,22.88336,0.0422082,4.51829039855657,4.3322038683553
Bmp8a_Bmpr1a,Bmp8a,0.531333,0,0.614788041955674,Bmpr1a,59.336454,0.9562711,4.94685169325276,4.33206365129709
Ccl12_Ccr2,Ccl12,0,628.9244,-9.29903488459414,Ccr2,0.0636785,32.48525,-4.97639167625542,4.32264320833872
Adam10_Erbb2,Adam10,70.720982,95.135081,-0.42266774449423,Erbb2,19.48267,0.3774123,3.89437141853537,4.3170391630296
Efnb1_Ephb1,Efnb1,52.2217,1.691441,4.3055638884522,Ephb1,0,0,0,4.3055638884522
Il16_Grin2d,Il16,0.13498756,10.4500839,-3.33460977955107,Grin2d,1.27122,0.160161,0.969142430792133,4.3037522103432
Icosl_Icos,Icosl,0.136012,20.113865,-4.21614071588795,Icos,0.0586362,0,0.0822068927974467,4.2983476086854
Wnt3_Ror2,Wnt3,0,0,0,Ror2,18.57808,0,4.2911673833071,4.2911673833071
Gnai2_Igf1r,Gnai2,454.125406,674.544472,-0.56978662458612,Igf1r,31.004049,1.426506,3.72130210701315,4.29108873159927
Tnf_Tnfrsf1b,Tnf,0,59.0749,-5.90869043675063,Tnfrsf1b,37.3958,117.539771,-1.62635076290436,4.28233967384627
Wnt2_Fzd2,Wnt2,2.02092,0.0890084,1.47197289688518,Fzd2,54.3698,0.0267234,5.75297983468941,4.28100693780423
Gdf15_Tgfbr2,Gdf15,7.411996,89.61359,-3.42920736913439,Tgfbr2,97.764,53.7866,0.85016219340759,4.27936956254198
Spink1_Egfr,Spink1,0,0,0,Egfr,22.204066,0.1973763,4.27642910285481,4.27642910285481
Wnt3_Egfr,Wnt3,0,0,0,Egfr,22.204066,0.1973763,4.27642910285481,4.27642910285481
Efnb1_Epha6,Efnb1,52.2217,1.691441,4.3055638884522,Epha6,0.0239856,0,0.0341954272962499,4.27136846115595
Vegfa_Gpc1,Vegfa,64.4741479,42.49681,0.590015779590852,Gpc1,105.536118,2.70601,4.84533203309918,4.25531625350833
Adam2_Itgb7,Adam2,0,0,0,Itgb7,0.897078,35.143572,-4.25188818930246,4.25188818930246
Podxl2_Sell,Podxl2,8.593804,0.32465,2.85649174571534,Sell,0.0163385,1.67192,-1.39449582896163,4.25098757467697
Efnb1_Epha5,Efnb1,52.2217,1.691441,4.3055638884522,Epha5,0.180017,0.131864,0.060107023589298,4.2454568648629
Col18a1_Gpc4,Col18a1,70.703914,7.665799,3.04864719209444,Gpc4,164.91,0.0749776,7.26995043741109,4.22130324531665
Bmp2_Bmpr1a,Bmp2,0.745385,0.0551366,0.726115518591046,Bmpr1a,59.336454,0.9562711,4.94685169325276,4.22073617466171
Trf_Tfrc,Trf,0.9888558,88.05420093,-5.48467308488387,Tfrc,19.978036,49.553098,-1.26891988958562,4.21575319529825
Pf4_Cxcr3,Pf4,1.018372098,633.40491,-8.29606795891963,Cxcr3,0,16.03,-4.09000652990382,4.20606142901581
Postn_Egfr,Postn,877.38416,1.46189396,8.47893960543503,Egfr,22.204066,0.1973763,4.27642910285481,4.20251050258022
Wnt1_Fzd8,Wnt1,0,0.084119,-0.116523125037838,Fzd8,16.4756,0.0293648,4.08551572990801,4.20203885494585
Pon2_Htr2a,Pon2,27.4518102,68.4278266,-1.28699356479922,Htr2a,10.2772,0.498795,2.91153393244153,4.19852749724075
Epgn_Egfr,Epgn,0.056152,0,0.0788174804023513,Egfr,22.204066,0.1973763,4.27642910285481,4.19761162245246
C3_Itgam,C3,0.745931,18.36,-3.47101050338065,Itgam,0.48287745,298.57655,-7.65838151439893,4.18737101101828
Clcf1_Crlf1,Clcf1,20.674536,0.0551343,4.36050256374163,Crlf1,651.79642,0.757861,8.53666833899675,4.17616577525512
Clcf1_Crlf1,Clcf1,20.674536,0.0551343,4.36050256374163,Crlf1,651.79642,0.757861,8.53666833899675,4.17616577525512
Zp3_Egfr,Zp3,0.0769278,0,0.106921531150888,Egfr,22.204066,0.1973763,4.27642910285481,4.16950757170392
Hmgb1_Tlr1,Hmgb1,346.48627,184.0031977,0.909405767372353,Tlr1,0.259807,11.06534,-3.25959393344843,4.16899970082078
Gpc3_Cd81,Gpc3,38.99018,0.0906796,5.19634651456191,Cd81,680.83971,332.949866,1.02980108842642,4.16654542613549
Wnt7a_Reck,Wnt7a,0,0,0,Reck,26.776888,0.548289,4.16513828337529,4.16513828337529
Csf3_Csf3r,Csf3,0.285924,0,0.362805379786289,Csf3r,0.163975,15.214965,-3.80019393243216,4.16299931221845
Bmp8b_Bmpr1a,Bmp8b,0.865011,0.0802668,0.787796472166338,Bmpr1a,59.336454,0.9562711,4.94685169325276,4.15905522108642
Fgf18_Fgfr1,Fgf18,2.40597,0,1.7680657277229,Fgfr1,113.8793204,0.8934896,5.92292781218177,4.15486208445887
Tnc_Itga8,Tnc,465.022368,1.378724,7.61406750475719,Itga8,25.04909901,1.344641075,3.47379448074218,4.14027302401501
Cdh1_Itgb7,Cdh1,0.1780925,0.28969678,-0.13057909481862,Itgb7,0.897078,35.143572,-4.25188818930246,4.12130909448384
Areg_Erbb2,Areg,0.0846699,0.262541,-0.219074188102595,Erbb2,19.48267,0.3774123,3.89437141853537,4.11344560663797
Lama1_Itga7,Lama1,0.145359,0,0.195799865869727,Itga7,28.901733,0.5114874,4.30618824281932,4.11038837694959
Psen1_Nectin1,Psen1,60.9945,72.18452,-0.239398292908826,Nectin1,15.3656,0.119555,3.86966918598768,4.10906747889651
App_Cd74,App,753.447,588.005,0.35713967380668,Cd74,2.757789,49.13182,-3.73777064432481,4.09491031813149
Ccl11_Cxcr3,Ccl11,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl19_Cxcr3,Ccl19,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl19_Cxcr3,Ccl19,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21a_Cxcr3,Ccl21a,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21a_Cxcr3,Ccl21a,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21b_Cxcr3,Ccl21b,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21b_Cxcr3,Ccl21b,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21b_Cxcr3,Ccl21b,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Ccl21c_Cxcr3,Ccl21c,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Cxcl13_Cxcr3,Cxcl13,0,0,0,Cxcr3,0,16.03,-4.09000652990382,4.09000652990382
Gas6_Tyro3,Gas6,304.477,451.273,-0.566130111256372,Tyro3,14.655399,0.3623715,3.52246821283327,4.08859832408964
Wnt3_Fzd8,Wnt3,0,0,0,Fzd8,16.4756,0.0293648,4.08551572990801,4.08551572990801
Wnt3a_Fzd8,Wnt3a,0,0,0,Fzd8,16.4756,0.0293648,4.08551572990801,4.08551572990801
Sfrp2_Fzd5,Sfrp2,52.74178,0,5.747972201029,Fzd5,10.726455,2.6994356,1.66438985158081,4.08358234944819
Ccl5_Ccr4,Ccl5,1.86328,45.570875,-4.02368732516479,Ccr4,0.0341315,0,0.0484196501937944,4.07210697535859
Efna4_Epha8,Efna4,14.2173,0,3.9276404995791,Epha8,0,0.102945,-0.141360850579681,4.06900135015878
Cxcl10_Dpp4,Cxcl10,0.286291,20.706,-4.07680492110715,Dpp4,0.19953908,0.215719807,-0.0193306017609377,4.05747431934621
Gng8_Kcnj6,Gng8,23.044152,0.456254,4.04535212784969,Kcnj6,0,0,0,4.04535212784969
Sema3d_Nrp1,Sema3d,17.444723,0.0432091,4.14410785842588,Nrp1,135.2608767,126.2424643,0.0987911763010896,4.04531668212479
Afdn_Nectin4,Afdn,31.09023,19.00832279,0.68153389236085,Nectin4,0.059402915,9.84867,-3.35619489682756,4.03772878918841
Nppa_Npr3,Nppa,1.38217,0.25939,0.919551255647401,Npr3,30.9066,0.0277476,4.9562969737138,4.0367457180664
Ccl5_Ackr1,Ccl5,1.86328,45.570875,-4.02368732516479,Ackr1,0,0,0,4.02368732516479
Bdnf_Ntrk2,Bdnf,29.553835,0,4.93328156783623,Ntrk2,0.914563,0.0156274,0.914643911608668,4.01863765622756
Btc_Egfr,Btc,0.338750417,0.117474,0.260645759393747,Egfr,22.204066,0.1973763,4.27642910285481,4.01578334346106
Ucn2_Il10rb,Ucn2,1.07621,0,1.05395237367469,Il10rb,34.183564,271.96111,-2.95572188208374,4.00967425575843
Cxcl12_Ackr3,Cxcl12,532.95488,0.5292115,8.44778607220784,Ackr3,20.6789,0,4.43821965025045,4.00956642195739
Jam2_Itga4,Jam2,8.43432,1.611057,1.85328458368464,Itga4,2.8462909,16.094815,-2.15201902519205,4.00530360887669
Pcsk9_Lrp1,Pcsk9,7.6364,0.0278454,3.07080678158685,Lrp1,186.5028755,355.3835891,-0.926518183957013,3.99732496554386
Afdn_Nectin3,Afdn,31.09023,19.00832279,0.68153389236085,Nectin3,36.751378,0.4763025,4.67646903611767,3.99493514375682
Csf2_Csf2ra,Csf2,0,0.142439,-0.192117135307914,Csf2ra,8.99494,180.904,-4.18583555098654,3.99371841567863
Fgf2_Kit,Fgf2,31.060248,1.6458923,3.59895934181783,Kit,0.071653209,0.4018122,-0.387454965453291,3.98641430727112
Hrg_Erbb2,Hrg,0.057069,0.11808,-0.0809538670111702,Erbb2,19.48267,0.3774123,3.89437141853537,3.97532528554654
Tgfb2_Tgfbr2,Tgfb2,40.7653,0.4962291,4.80290180074338,Tgfbr2,97.764,53.7866,0.85016219340759,3.95273960733579
Areg_Igf1r,Areg,0.0846699,0.262541,-0.219074188102595,Igf1r,31.004049,1.426506,3.72130210701315,3.94037629511575
C3_Cd46,C3,0.745931,18.36,-3.47101050338065,Cd46,1.0752576,0.502438,0.465984970577239,3.93699547395789
Lgals3_Il13ra2,Lgals3,699.056386,8794.68653,-3.6512531551774,Il13ra2,0.297329,0.067407,0.281434012932006,3.93268716810941
Hras_Tlr9,Hras,162.63717,71.822991,1.16803459030578,Tlr9,0.0272353,5.97925,-2.7643053254125,3.93233991571828
Ngf_Ntrk3,Ngf,43.8564838,0.287962,5.12215460124767,Ntrk3,1.2960096,0.00483579,1.19216891835235,3.92998568289532
Efna4_Epha10,Efna4,14.2173,0,3.9276404995791,Epha10,0,0,0,3.9276404995791
Icosl_Cd28,Icosl,0.136012,20.113865,-4.21614071588795,Cd28,0.130637,0.381309,-0.288900272857282,3.92724044303067
Cd86_Cd28,Cd86,0.075808,18.96851,-4.21423415905795,Cd28,0.130637,0.381309,-0.288900272857282,3.92533388620067
Sema4a_Nrp1,Sema4a,0.287128,17.25891845,-3.82637387480023,Nrp1,135.2608767,126.2424643,0.0987911763010896,3.92516505110132
Ptn_Ptprz1,Ptn,310.1113394,0.0638428,8.19200218398374,Ptprz1,18.5990858,0,4.29271445623977,3.89928772774397
Lama4_Itgb1,Lama4,37.506562,0.0478288,5.19962939420952,Itgb1,895.6289,362.4687,1.30267986861941,3.89694952559011
Adam10_Gpnmb,Adam10,70.720982,95.135081,-0.42266774449423,Gpnmb,184.3405,3696.02064,-4.3181130240025,3.89544527950827
Efna4_Epha6,Efna4,14.2173,0,3.9276404995791,Epha6,0.0239856,0,0.0341954272962499,3.89344507228285
Fgf13_Fgfr1,Fgf13,7.664316,1.099056,2.04534520474484,Fgfr1,113.8793204,0.8934896,5.92292781218177,3.87758260743693
Lama5_Bcam,Lama5,61.3802,0.2776062,5.609573054071,Bcam,2.47198,0.0411229,1.73761825478019,3.87195479929081
Clu_Lrp8,Clu,15.4599,0.337928,3.6208831856892,Lrp8,16.476,19.7702267,-0.249141951902184,3.87002513759138
Efna4_Epha5,Efna4,14.2173,0,3.9276404995791,Epha5,0.180017,0.131864,0.060107023589298,3.8675334759898
Mmp14_Flt1,Mmp14,705.57241,5.673875,6.72616894077804,Flt1,22.786535,2.2679695,2.86367870477674,3.8624902360013
Fgf2_Cd44,Fgf2,31.060248,1.6458923,3.59895934181783,Cd44,185.139953,222.431201,-0.263442916633299,3.86240225845113
Fyn_Spn,Fyn,39.923371,46.49058209,-0.214716449582799,Spn,0.126156,17.943238,-4.0722043594792,3.8574879098964
Rspo4_Lgr5,Rspo4,0,0,0,Lgr5,13.449098,0,3.85290752868294,3.85290752868294
Cdh1_Igf1r,Cdh1,0.1780925,0.28969678,-0.13057909481862,Igf1r,31.004049,1.426506,3.72130210701315,3.85188120183177
Egf_Egfr,Egf,0.891959741,0.399643,0.434822496883573,Egfr,22.204066,0.1973763,4.27642910285481,3.84160660597124
Rspo3_Lgr6,Rspo3,23.508816,0,4.61522888540842,Lgr6,0.8821,0.0866623,0.792439617186546,3.82278926822187
Col4a5_Itgb1,Col4a5,47.53449,0.390992,5.12482430454636,Itgb1,895.6289,362.4687,1.30267986861941,3.82214443592695
Madcam1_Itgb7,Madcam1,0,0.350908,-0.433929427096461,Itgb7,0.897078,35.143572,-4.25188818930246,3.817958762206
Wnt5a_Lrp5,Wnt5a,41.001978,0.0937953,5.26304259723112,Lrp5,34.4783481,12.012486,1.44704222683372,3.8160003703974
Vegfd_Itga9,Vegfd,36.64698,0.197215,4.97477997329068,Itga9,9.774746,3.823093,1.15962332627779,3.81515664701289
S100a4_Egfr,S100a4,3650.3003,2645.0066,0.464593667463426,Egfr,22.204066,0.1973763,4.27642910285481,3.81183543539138
Apln_Aplnr,Apln,14.2917,0.0625733,3.84711453015568,Aplnr,0.0255432,0,0.0363882652093499,3.81072626494633
Il16_Kcnd2,Il16,0.13498756,10.4500839,-3.33460977955107,Kcnd2,0.362707,0,0.446475397001668,3.78108517655274
Icam2_Itgb2,Icam2,0.0796942,23.960093,-4.53092864638759,Itgb2,0.8166072,575.82319,-8.31073885283592,3.77981020644833
Htra2_Cd40,Htra2,108.926221,82.24361,0.401124120848442,Cd40,1.126993,20.93779,-3.36653100635047,3.76765512719891
Rspo3_Lrp6,Rspo3,23.508816,0,4.61522888540842,Lrp6,24.0263631,12.887054,0.849708071428683,3.76552081397974
Nppb_Npr2,Nppb,6.68184,0.733265,2.14795966930058,Npr2,73.633276,0.2432081,5.90767930033879,3.75971963103821
Wnt5a_Fzd6,Wnt5a,41.001978,0.0937953,5.26304259723112,Fzd6,1.938892,0.03586257,1.50443973259547,3.75860286463565
Wnt5a_Fzd6,Wnt5a,41.001978,0.0937953,5.26304259723112,Fzd6,1.938892,0.03586257,1.50443973259547,3.75860286463565
Adam10_Cadm1,Adam10,70.720982,95.135081,-0.42266774449423,Cadm1,0.936597,34.11905905,-4.18065852125904,3.75799077676481
Efna1_Epha8,Efna1,13.962167,0.223497,3.61223666964802,Epha8,0,0.102945,-0.141360850579681,3.7535975202277
Wnt4_Fzd2,Wnt4,3.30809,0.0724225,2.00617499616843,Fzd2,54.3698,0.0267234,5.75297983468941,3.74680483852098
Pcsk9_Sort1,Pcsk9,7.6364,0.0278454,3.07080678158685,Sort1,5.017915,8.608957,-0.675116113321546,3.7459228949084
Bdnf_Ntrk3,Bdnf,29.553835,0,4.93328156783623,Ntrk3,1.2960096,0.00483579,1.19216891835235,3.74111264948388
Sema4a_Plxnb2,Sema4a,0.287128,17.25891845,-3.82637387480023,Plxnb2,157.23524,167.306732,-0.0890219503089647,3.73735192449127
Icam1_Ahr,Icam1,22.331091,49.071948,-1.10174881146749,Ahr,8.071594,0.463405,2.6320269805627,3.73377579203019
Thbs1_Itga1,Thbs1,4977.1416,39.2272,6.95129213401829,Itga1,9.5804,0.128896,3.22840968217491,3.72288245184338
Sema6a_Plxna2,Sema6a,15.33454113,0.212742,3.75158135938633,Plxna2,6.3344048,6.187649,0.0291599350494574,3.72242142433687
Wnt3a_Igf1r,Wnt3a,0,0,0,Igf1r,31.004049,1.426506,3.72130210701315,3.72130210701315
Ccl8_Ccr2,Ccl8,3.44625,9.61433,-1.25535233361377,Ccr2,0.0636785,32.48525,-4.97639167625542,3.72103934264165
Jam3_Itgb1,Jam3,47.15029,0.488544,5.01557071510603,Itgb1,895.6289,362.4687,1.30267986861941,3.71289084648662
Tnfsf14_Ltbr,Tnfsf14,0,7.22695,-3.04035767543101,Ltbr,101.27945,63.2426,0.670914120421834,3.71127179585284
Vegfa_Ptprz1,Vegfa,64.4741479,42.49681,0.590015779590852,Ptprz1,18.5990858,0,4.29271445623977,3.70269867664892
Selenop_Lrp2,Selenop,56.13606,517.145498,-3.18088381205001,Lrp2,0.5162717,0.0573732,0.520043626513603,3.70092743856361
Pdgfb_Lrp1,Pdgfb,1.53828,60.8274,-4.60632320977851,Lrp1,186.5028755,355.3835891,-0.926518183957013,3.6798050258215
Hmgb1_Tlr9,Hmgb1,346.48627,184.0031977,0.909405767372353,Tlr9,0.0272353,5.97925,-2.7643053254125,3.67371109278485
Slit1_Robo2,Slit1,0,1.497991183,-1.32076838476628,Robo2,4.100458,0,2.3506268009393,3.67139518570558
Fgf2_Gpc4,Fgf2,31.060248,1.6458923,3.59895934181783,Gpc4,164.91,0.0749776,7.26995043741109,3.67099109559326
Slit3_Robo2,Slit3,65.154733,0.0185055,6.02131870084241,Robo2,4.100458,0,2.3506268009393,3.67069189990311
Fgf5_Fgfr2,Fgf5,9.45271,0,3.38580512300179,Fgfr2,137.6287831,0.0425218,7.05500546907787,3.66920034607608
Wnt2_Fzd1,Wnt2,2.02092,0.0890084,1.47197289688518,Fzd1,37.4633,0.0928279,5.13734441908866,3.66537152220348
Vegfc_Kdr,Vegfc,8.137874,0.259993,2.8584428309697,Kdr,3.09566,6.13724,-0.801270330595751,3.65971316156545
Adam10_Notch3,Adam10,70.720982,95.135081,-0.42266774449423,Notch3,8.53166,0.0119134,3.23564166182283,3.65830940631706
Has2_Cd44,Has2,9.51841,0,3.39484473312193,Cd44,185.139953,222.431201,-0.263442916633299,3.65828764975523
Il18_Il18rap,Il18,1.350271,22.02256,-3.29214924059341,Il18rap,2.673655,1.859142,0.361633872990181,3.65378311358359
Artn_Sdc3,Artn,2.65877,0,1.87135872688533,Sdc3,122.220334,422.76294,-1.78201707164424,3.65337579852957
Fat4_Dchs1,Fat4,23.081265,0.0329852,4.54301969014287,Dchs1,1.54114,0.363751,0.897895606094991,3.64512408404788
Wnt11_Ryk,Wnt11,5.70331,0,2.74487365398806,Ryk,169.866034,1.04134,6.38720533209851,3.64233167811045
Adm2_Calcrl,Adm2,2.62162,0.104162,1.71368332244476,Calcrl,5.578549,24.03446,-1.92807402082321,3.64175734326797
Calm1_Mylk,Calm1,566.16436,1049.932586,-0.889831344816797,Mylk,7.8490724,0.318616,2.74650174112265,3.63633308593945
Btc_Erbb2,Btc,0.338750417,0.117474,0.260645759393747,Erbb2,19.48267,0.3774123,3.89437141853537,3.63372565914162
Fn1_Itga3,Fn1,2014.800732,10.5462273,7.44778768913862,Itga3,13.76334001,0.041883108,3.82475381744406,3.62303387169456
Cthrc1_Fzd6,Cthrc1,51.558747,0.5037742,5.12727102247137,Fzd6,1.938892,0.03586257,1.50443973259547,3.6228312898759
Cthrc1_Fzd6,Cthrc1,51.558747,0.5037742,5.12727102247137,Fzd6,1.938892,0.03586257,1.50443973259547,3.6228312898759
Cthrc1_Fzd6,Cthrc1,51.558747,0.5037742,5.12727102247137,Fzd6,1.938892,0.03586257,1.50443973259547,3.6228312898759
Cthrc1_Fzd6,Cthrc1,51.558747,0.5037742,5.12727102247137,Fzd6,1.938892,0.03586257,1.50443973259547,3.6228312898759
Lamc2_Itga6,Lamc2,4.5711,0.31251,2.08563379758138,Itga6,45.19801162,132.568121,-1.5316730537213,3.61730685130268
Anxa1_Dysf,Anxa1,1160.90442,831.16782,0.481544989931262,Dysf,23.9685719,0.459144628,4.09691851438126,3.61537352445
Efna1_Epha10,Efna1,13.962167,0.223497,3.61223666964802,Epha10,0,0,0,3.61223666964802
S100a8_Tlr4,S100a8,1.84822,156.8844,-5.79266423427301,Tlr4,8.651088,42.819476,-2.18280873587917,3.60985549839384
Mfng_Notch1,Mfng,0.0527303,10.2158,-3.41332474520479,Notch1,9.7253015,8.3703489,0.194843532050063,3.60816827725485
