kegg_pair,Enzyme1,WT_MEF.x,WT_BMDM.x,log2diff.x,Enzyme2,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
pla2g4e-pla2g4f,pla2g4e,0.157235,0,0.210681862637699,pla2g4f,0,0,0,0.210681862637699
nudt16-impdh1,nudt16,10.34894,7.713161,0.381289448609696,impdh1,48.33649,42.82909,0.170766354787414,0.210523093822282
cyp2c55-ugt2b5,cyp2c55,0.0980623,0,0.134959909854289,ugt2b5,0.0529454,0.109563,-0.0755609567868369,0.210520866641126
cyp2c50-ugt2b34,cyp2c50,0.1145441,0.250447,-0.165990208490912,ugt2b34,0.0312329,0,0.0443701966532521,0.210360405144164
dad1-ddost,dad1,203.389538,152.175494,0.416135847451153,ddost,259.934,225.229,0.205901062850202,0.21023478460095
cyp3a11-sult2b1,cyp3a11,0.165042,0.341664,-0.203641449769447,sult2b1,0.7486282,1.329311,-0.413679704560164,0.210038254790717
ampd1-entpd5,ampd1,0.0327883,0,0.0465445621988834,entpd5,13.752665,11.35024077,0.25643642647083,0.209891864271947
mtmr1-mtmr14,mtmr1,10.271042,15.9790043,-0.591130959555277,mtmr14,19.3117109,25.456351,-0.381302325076736,0.209828634478541
enpp3-papss2,enpp3,2.274649,0.0656222,1.61964423334127,papss2,29.3578,7.54249,1.82933868492437,0.209694451583099
papss2-enpp3,papss2,29.3578,7.54249,1.82933868492437,enpp3,2.274649,0.0656222,1.61964423334127,0.209694451583099
nme5-pole,nme5,0.388785,0,0.473823270707184,pole,11.003278,8.994824,0.264175380487876,0.209647890219309
ocrl-plcd4,ocrl,23.181959,14.113503,0.678093036830127,plcd4,0.931819187,0.39615,0.468506117581553,0.209586919248574
tk1-dtymk,tk1,104.61146,68.129353,0.611396063147662,dtymk,97.32939,54.66263,0.820913616879731,0.209517553732069
itpa-polr2c,itpa,60.954883,48.624566,0.320163508481404,polr2c,71.960196,49.5415855,0.529638682523803,0.209475174042399
entpd5-nt5c1b,entpd5,13.752665,11.35024077,0.25643642647083,nt5c1b,0.381089475,0,0.465806788790208,0.209370362319378
alox12-cyp2c29,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c29,0.056186709,0.0572804,-0.00149315096136814,0.20879429932022
adh5-aox4,adh5,117.83808,104.403014,0.173081080221333,aox4,0,0.0250262,-0.0356607859521799,0.208741866173513
bhmt-bhmt2,bhmt,0.820355,0.6217634,0.166656468491441,bhmt2,0.0899221,0.122149,-0.0420392261233715,0.208695694614813
dck-pde1c,dck,16.907562,60.083416,-1.77021180799145,pde1c,0.4673605,3.3317712,-1.56173368842362,0.208478119567832
amy1-sis,amy1,0.2147444,0.114273,0.124550041309733,sis,0,0.0598964,-0.0839232548727492,0.208473296182482
fbp1-fbp2,fbp1,0.193275,0.19902,-0.0069291612805516,fbp2,0.149921,0,0.201534750888667,0.208463912169219
mthfd2l-tyms,mthfd2l,13.666226,6.872342,0.897632873459018,tyms,101.05308,62.280205,0.689493545474279,0.208139327984739
alox8-cyp4a14,alox8,0.117867,0.0328204,0.114159149683218,cyp4a14,0.250229,0,0.322192372411771,0.208033222728553
sult1e1-ugt1a5,sult1e1,0,0.0853717,-0.118189197428537,ugt1a5,0,0.253522,-0.325987316484877,0.20779811905634
rdh9-aldh1a2,rdh9,0.295839,0.2024383,0.107923615656238,aldh1a2,0.299711,0.0443157,0.315632956192664,0.207709340536426
nadsyn1-art2b,nadsyn1,5.569976,5.288902,0.0630799461812579,art2b,0,0.105417,-0.144590704770832,0.20767065095209
pla2g2e-cyp4f13,pla2g2e,2.53914,7.27986,-1.22620754163157,cyp4f13,5.568814,12.307916,-1.01857984458035,0.207627697051227
entpd3-polr2e,entpd3,0.518379,0,0.60253194435959,polr2e,118.5609,89.919611,0.395082245416877,0.207449698942713
chpt1-lpcat4,chpt1,22.56556993,13.032898,0.747867595663594,lpcat4,25.626301,12.732247,0.955284307055464,0.20741671139187
alox12-alox12b,alox12,0.2305045,0.0658089,0.207301148358852,alox12b,0,0,0,0.207301148358852
alox12-alox12e,alox12,0.2305045,0.0658089,0.207301148358852,alox12e,0,0,0,0.207301148358852
alox12-alox15,alox12,0.2305045,0.0658089,0.207301148358852,alox15,0,0,0,0.207301148358852
alox12-cyp2b10,alox12,0.2305045,0.0658089,0.207301148358852,cyp2b10,0,0,0,0.207301148358852
alox12-cyp2b13,alox12,0.2305045,0.0658089,0.207301148358852,cyp2b13,0,0,0,0.207301148358852
alox12-cyp2b23,alox12,0.2305045,0.0658089,0.207301148358852,cyp2b23,0,0,0,0.207301148358852
alox12-cyp2b9,alox12,0.2305045,0.0658089,0.207301148358852,cyp2b9,0,0,0,0.207301148358852
alox12-cyp2c37,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c37,0,0,0,0.207301148358852
alox12-cyp2c38,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c38,0,0,0,0.207301148358852
alox12-cyp2c39,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c39,0,0,0,0.207301148358852
alox12-cyp2c54,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c54,0,0,0,0.207301148358852
alox12-cyp2c65,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c65,0,0,0,0.207301148358852
alox12-cyp2c66,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c66,0,0,0,0.207301148358852
alox12-cyp2c70,alox12,0.2305045,0.0658089,0.207301148358852,cyp2c70,0,0,0,0.207301148358852
alox12-cyp4a32,alox12,0.2305045,0.0658089,0.207301148358852,cyp4a32,0,0,0,0.207301148358852
alox12-cyp4f14,alox12,0.2305045,0.0658089,0.207301148358852,cyp4f14,0,0,0,0.207301148358852
pla2g10-alox12,pla2g10,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
pla2g2a-alox12,pla2g2a,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
pla2g2c-alox12,pla2g2c,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
pla2g2f-alox12,pla2g2f,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
pla2g4d-alox12,pla2g4d,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
pla2g4f-alox12,pla2g4f,0,0,0,alox12,0.2305045,0.0658089,0.207301148358852,0.207301148358852
aox4-cyp2a12,aox4,0,0.0250262,-0.0356607859521799,cyp2a12,0,0.183207,-0.242702492738439,0.207041706786259
mgat1-man2a2,mgat1,120.5435785,75.365291,0.670484704588549,man2a2,31.1937014,16.527811,0.877132623899963,0.206647919311415
ash1l-setd1a,ash1l,13.8462343,6.88825,0.912319861964574,setd1a,23.59366,14.07829211,0.705813424630152,0.206506437334422
setd1a-ash1l,setd1a,23.59366,14.07829211,0.705813424630152,ash1l,13.8462343,6.88825,0.912319861964574,0.206506437334422
alox8-cyp2e1,alox8,0.117867,0.0328204,0.114159149683218,cyp2e1,1.33712,1.491553,-0.092313451620655,0.206472601303873
ahcy-ahcyl1,ahcy,77.844831,38.00603841,1.01531869562035,ahcyl1,132.828076,56.379441,1.22177499465225,0.206456299031899
nmnat1-nmnat3,nmnat1,6.63647,11.76951,-0.741725362268805,nmnat3,4.0082323,6.258923,-0.535454031451391,0.206271330817414
cds2-pgs1,cds2,40.51288,39.321568,0.0420072813553318,pgs1,48.56223,54.53813,-0.164237500150085,0.206244781505417
polr2d-polr3b,polr2d,52.4552,43.2194,0.273650847073781,polr3b,9.06135,8.601736,0.067456719657673,0.206194127416108
nme4-nudt16,nme4,39.51557,34.88166,0.175229802030971,nudt16,10.34894,7.713161,0.381289448609696,0.206059646578725
cyp2j13-gpx2,cyp2j13,0.0644076,0.0225497,0.0578797509149887,gpx2,0,0.108108,-0.148098498238391,0.20597824915338
cyp4a12b-ephx2,cyp4a12b,5.74867,0.0417426,2.69560435787994,ephx2,4.8955,0.0496678,2.48968135956705,0.205922998312891
polr1a-polr3g,polr1a,25.052255,23.22821,0.104720431749136,polr3g,6.788054,5.279982,0.31050246330413,0.205782031554993
adcy8-pde6a,adcy8,0.148643,0,0.199930475826283,pde6a,0.0709325,0.0752077,-0.00574782392804951,0.205678299754332
alox12-cyp2j9,alox12,0.2305045,0.0658089,0.207301148358852,cyp2j9,0.383556,0.0392873,0.412786511619675,0.205485363260823
cmpk1-nt5c2,cmpk1,91.168369,122.386752,-0.420843874746938,nt5c2,20.11352,31.59023,-0.626272411979716,0.205428537232779
polr2f-twistnb,polr2f,168.08,136.759,0.295559442196937,twistnb,11.38911,10.63728,0.0903186576725585,0.205240784524378
cyp2j6-ephx2,cyp2j6,7.97591,0.842289,2.28455881549824,ephx2,4.8955,0.0496678,2.48968135956705,0.205122544068806
dgka-dgkk,dgka,5.296282,5.011696,0.0667281014417496,dgkk,0.207292001,0,0.271774654921108,0.205046553479358
dld-gldc,dld,87.69525,72.822651,0.264793298016074,gldc,0.150926,0.104203,0.0597896509600663,0.205003647056008
cyp1a2-cyp2b19,cyp1a2,0,0.104575,-0.143491380173091,cyp2b19,0.0434299,0,0.0613336802107711,0.204825060383862
agpat3-agpat4,agpat3,63.419543,58.33144498,0.118701506949105,agpat4,23.41269,18.508892,0.323499429451878,0.204797922502773
aldoa-aldoart1,aldoa,0.518349,0.922495,-0.340476406614416,aldoart1,0,0.0986396,-0.135718199239188,0.204758207375228
h2-ke6-hsd17b1,h2-ke6,18.07903001,30.073942,-0.703717445816197,hsd17b1,0.151799,0.627773,-0.499010548965625,0.204706896850572
mtmr7-pi4kb,mtmr7,1.241193,1.1077334,0.0885744947197613,pi4kb,30.342668,32.96947,-0.116110716711445,0.204685211431206
cbr2-cyp1a1,cbr2,68.292236,51.774424,0.392854783959907,cyp1a1,0.513104,0,0.597511151551863,0.204656367591956
fdps-fntb,fdps,291.76247,154.105931,0.916476768804811,fntb,14.827956,8.661953,0.712088219898341,0.204388548906471
nme4-pole2,nme4,39.51557,34.88166,0.175229802030971,pole2,14.394525,10.837335,0.379073037350711,0.203843235319739
pold2-prim1,pold2,45.360766,33.25996,0.436380936588777,prim1,27.6033,23.344081,0.23261056296433,0.203770373624447
mvd-fdps,mvd,38.0548,22.8288,0.712793572235738,fdps,291.76247,154.105931,0.916476768804811,0.203683196569073
alox15-cyp3a11,alox15,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp17a1-cyp3a11,cyp17a1,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp26a1-cyp3a11,cyp26a1,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2b10-cyp3a11,cyp2b10,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2b13-cyp3a11,cyp2b13,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2b23-cyp3a11,cyp2b23,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2b9-cyp3a11,cyp2b9,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c37-cyp3a11,cyp2c37,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c38-cyp3a11,cyp2c38,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c39-cyp3a11,cyp2c39,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c54-cyp3a11,cyp2c54,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c65-cyp3a11,cyp2c65,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c66-cyp3a11,cyp2c66,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2c70-cyp3a11,cyp2c70,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2d11-cyp3a11,cyp2d11,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2d12-cyp3a11,cyp2d12,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2d34-cyp3a11,cyp2d34,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp2d40-cyp3a11,cyp2d40,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cyp3a11-cyp3a16,cyp3a11,0.165042,0.341664,-0.203641449769447,cyp3a16,0,0,0,0.203641449769447
cyp3a11-cyp3a41a,cyp3a11,0.165042,0.341664,-0.203641449769447,cyp3a41a,0,0,0,0.203641449769447
cyp3a11-cyp3a44,cyp3a11,0.165042,0.341664,-0.203641449769447,cyp3a44,0,0,0,0.203641449769447
cyp3a11-cyp4a32,cyp3a11,0.165042,0.341664,-0.203641449769447,cyp4a32,0,0,0,0.203641449769447
cyp3a11-hsd17b2,cyp3a11,0.165042,0.341664,-0.203641449769447,hsd17b2,0,0,0,0.203641449769447
cyp3a11-hsd17b6,cyp3a11,0.165042,0.341664,-0.203641449769447,hsd17b6,0,0,0,0.203641449769447
cyp3a11-hsd3b1,cyp3a11,0.165042,0.341664,-0.203641449769447,hsd3b1,0,0,0,0.203641449769447
cyp3a11-hsd3b5,cyp3a11,0.165042,0.341664,-0.203641449769447,hsd3b5,0,0,0,0.203641449769447
cyp3a11-hsd3b6,cyp3a11,0.165042,0.341664,-0.203641449769447,hsd3b6,0,0,0,0.203641449769447
cyp3a11-ugt1a10,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt1a10,0,0,0,0.203641449769447
cyp3a11-ugt1a2,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt1a2,0,0,0,0.203641449769447
cyp3a11-ugt1a9,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt1a9,0,0,0,0.203641449769447
cyp3a11-ugt2a1,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt2a1,0,0,0,0.203641449769447
cyp3a11-ugt2a2,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt2a2,0,0,0,0.203641449769447
cyp3a11-ugt2b37,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt2b37,0,0,0,0.203641449769447
cyp3a11-ugt2b38,cyp3a11,0.165042,0.341664,-0.203641449769447,ugt2b38,0,0,0,0.203641449769447
hsd17b2-cyp3a11,hsd17b2,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
hsd17b6-cyp3a11,hsd17b6,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g10-cyp3a11,pla2g10,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g2a-cyp3a11,pla2g2a,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g2c-cyp3a11,pla2g2c,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g2f-cyp3a11,pla2g2f,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g4d-cyp3a11,pla2g4d,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
pla2g4f-cyp3a11,pla2g4f,0,0,0,cyp3a11,0.165042,0.341664,-0.203641449769447,0.203641449769447
cbr3-hsd11b1,cbr3,23.3312,14.0653,0.691578072820773,hsd11b1,1.685745,0.444189,0.895062774477245,0.203484701656471
adcy8-polr2i,adcy8,0.148643,0,0.199930475826283,polr2i,83.88471,63.206438,0.402786745236906,0.202856269410623
gmpr-hprt,gmpr,9.22173,14.792663,-0.627615073557022,hprt,121.426,163.357,-0.424922922103181,0.202692151453841
hprt-gmpr,hprt,121.426,163.357,-0.424922922103181,gmpr,9.22173,14.792663,-0.627615073557022,0.202692151453841
smpd4-asah2,smpd4,24.6617205,26.06531458,-0.0768272568677881,asah2,9.02574,8.18817,0.125859271055775,0.202686527923563
adcy8-znrd1,adcy8,0.148643,0,0.199930475826283,znrd1,49.64238,49.73824,-0.00272826873291354,0.202658744559196
cyp2d26-cyp2e1,cyp2d26,0.120896,0.375172,-0.294959648485739,cyp2e1,1.33712,1.491553,-0.092313451620655,0.202646196865084
cyp3a11-cyp7a1,cyp3a11,0.165042,0.341664,-0.203641449769447,cyp7a1,0.0225453,0.0233508,-0.00113602143870542,0.202505428330742
nme1-polr2l,nme1,202.58547,93.1298,1.11291116447798,polr2l,61.9088,32.468,0.910479502474467,0.202431662003511
ehhadh-hsd17b10,ehhadh,1.61116,1.01402,0.374612852207591,hsd17b10,101.844828,67.947141,0.576906608977327,0.202293756769736
cyp4a31-ugt2b1,cyp4a31,0.107614,0,0.147455194284188,ugt2b1,0,0.0386901,-0.0547652809188971,0.202220475203085
mgat4b-mgat5b,mgat4b,60.72544,70.01215,-0.202200671797073,mgat5b,0,0,0,0.202200671797073
pde3b-nt5e,pde3b,2.1424577,7.46695,-1.429949044576,nt5e,3.23059,8.9083707,-1.22778896858999,0.20216007598601
cyp2c29-cyp3a11,cyp2c29,0.056186709,0.0572804,-0.00149315096136814,cyp3a11,0.165042,0.341664,-0.203641449769447,0.202148298808079
cyp2j5-gpx2,cyp2j5,0.0824835,0.0426886,0.0540366746562019,gpx2,0,0.108108,-0.148098498238391,0.202135172894593
pla2g4e-cyp2j9,pla2g4e,0.157235,0,0.210681862637699,cyp2j9,0.383556,0.0392873,0.412786511619675,0.202104648981976
cyp11b2-hsd11b2,cyp11b2,0,0,0,hsd11b2,0.214026,0.0553611,0.202062606461038,0.202062606461038
cyp21a1-hsd11b2,cyp21a1,0,0,0,hsd11b2,0.214026,0.0553611,0.202062606461038,0.202062606461038
hsd3b1-hsd11b2,hsd3b1,0,0,0,hsd11b2,0.214026,0.0553611,0.202062606461038,0.202062606461038
hsd3b5-hsd11b2,hsd3b5,0,0,0,hsd11b2,0.214026,0.0553611,0.202062606461038,0.202062606461038
hsd3b6-hsd11b2,hsd3b6,0,0,0,hsd11b2,0.214026,0.0553611,0.202062606461038,0.202062606461038
cyp2c55-ugt2a3,cyp2c55,0.0980623,0,0.134959909854289,ugt2a3,0,0.0476089,-0.0671002213220732,0.202060131176362
acads-echs1,acads,34.257609,35.8891,-0.0652599499844042,echs1,50.647797,61.150379,-0.26705637574802,0.201796425763616
entpd3-prim2,entpd3,0.518379,0,0.60253194435959,prim2,27.854233,20.8544965,0.400852841325681,0.201679103033909
setd1b-whsc1l1,setd1b,8.03337,7.852535,0.0291736591239635,nsd3,24.44167709,27.6705202,-0.172374306403201,0.201547965527165
whsc1l1-setd1b,nsd3,24.44167709,27.6705202,-0.172374306403201,setd1b,8.03337,7.852535,0.0291736591239635,0.201547965527165
fbp2-tktl2,fbp2,0.149921,0,0.201534750888667,tktl2,0,0,0,0.201534750888667
pla2g3-ptdss1,pla2g3,0.0749636,0.0388017,0.0493675285598261,ptdss1,38.4601,42.8487,-0.152139458993662,0.201506987553488
cyp1a2-cyp2j13,cyp1a2,0,0.104575,-0.143491380173091,cyp2j13,0.0644076,0.0225497,0.0578797509149887,0.201371131088079
hprt-nt5c2,hprt,121.426,163.357,-0.424922922103181,nt5c2,20.11352,31.59023,-0.626272411979716,0.201349489876535
cyp3a25-cyp4a10,cyp3a25,0.418606,0,0.504473954602962,cyp4a10,0.294815,0.0492264,0.303419970505336,0.201053984097626
acaa1a-pcca,acaa1a,67.327201,58.558824,0.198144760602236,pcca,16.216794,16.2458022,-0.0024287198750752,0.200573480477311
cyp2c55-ugt1a6b,cyp2c55,0.0980623,0,0.134959909854289,ugt1a6b,0.669232,0.322903,0.335477201242042,0.200517291387754
nme5-polr2d,nme5,0.388785,0,0.473823270707184,polr2d,52.4552,43.2194,0.273650847073781,0.200172423633403
ppox-fech,ppox,22.21959,15.642864,0.480438775910819,fech,42.0199,25.8446,0.680372263140479,0.19993348722966
adcy8-entpd8,adcy8,0.148643,0,0.199930475826283,entpd8,0,0,0,0.199930475826283
adcy8-gucy1b2,adcy8,0.148643,0,0.199930475826283,gucy1b2,0,0,0,0.199930475826283
adcy8-gucy2d,adcy8,0.148643,0,0.199930475826283,gucy2d,0,0,0,0.199930475826283
adcy8-gucy2f,adcy8,0.148643,0,0.199930475826283,gucy2f,0,0,0,0.199930475826283
adcy8-pde11a,adcy8,0.148643,0,0.199930475826283,pde11a,0,0,0,0.199930475826283
adcy8-pde6c,adcy8,0.148643,0,0.199930475826283,pde6c,0,0,0,0.199930475826283
dgka-pnlip,dgka,5.296282,5.011696,0.0667281014417496,pnlip,0.202947,0,0.266573080983183,0.199844979541433
pnlip-dgka,pnlip,0.202947,0,0.266573080983183,dgka,5.296282,5.011696,0.0667281014417496,0.199844979541433
plod3-setd1a,plod3,237.2852142,126.197406,0.90562018452806,setd1a,23.59366,14.07829211,0.705813424630152,0.199806759897908
aldoart1-aldob,aldoart1,0,0.0986396,-0.135718199239188,aldob,0.727226,0.652217,0.0640536847169178,0.199771883956106
entpd3-polr2i,entpd3,0.518379,0,0.60253194435959,polr2i,83.88471,63.206438,0.402786745236906,0.199745199122684
nudt2-polr1a,nudt2,31.5312,33.7422,-0.0948650725241675,polr1a,25.052255,23.22821,0.104720431749136,0.199585504273304
9130409i23rik-acer3,9130409i23rik,0.103479,0,0.142059174353241,acer3,47.5346963,37.302193,0.341589468170731,0.19953029381749
pla2g2d-ptdss1,pla2g2d,0.2561584,0.215812,0.0470982344461681,ptdss1,38.4601,42.8487,-0.152139458993662,0.19923769343983
nme1-gucy1a3,nme1,202.58547,93.1298,1.11291116447798,gucy1a3,1.5618266,0.0317669,1.31205575920706,0.199144594729082
polr3b-pnpt1,polr3b,9.06135,8.601736,0.067456719657673,pnpt1,25.02834,27.51513,-0.131644305507559,0.199101025165232
pnpt1-entpd6,pnpt1,25.02834,27.51513,-0.131644305507559,entpd6,12.68752,12.062671,0.0674111495002903,0.19905545500785
lao1-mat2b,lao1,0,0,0,mat2b,55.174926,47.935574,0.199042696808488,0.199042696808488
dgkq-pnlip,dgkq,14.740842,10.399198,0.465580388758641,pnlip,0.202947,0,0.266573080983183,0.199007307775458
pnlip-dgkq,pnlip,0.202947,0,0.266573080983183,dgkq,14.740842,10.399198,0.465580388758641,0.199007307775458
adh5-lrat,adh5,117.83808,104.403014,0.173081080221333,lrat,0,0.0180688,-0.0258350604950253,0.198916140716359
nme7-polr2e,nme7,16.9225034,10.8739769,0.593968954325618,polr2e,118.5609,89.919611,0.395082245416877,0.198886708908741
dtymk-rrm1,dtymk,97.32939,54.66263,0.820913616879731,rrm1,119.394258,77.224997,0.622064983594409,0.198848633285323
ugt2b1-ugt2b35,ugt2b1,0,0.0386901,-0.0547652809188971,ugt2b35,0.169456,0.0584926,0.143826398882148,0.198591679801045
aldh6a1-hadhb,aldh6a1,7.763148,5.331971,0.468794576593495,hadhb,71.9766865,59.507078,0.270331731057119,0.198462845536375
cyp26c1-ugt2b34,cyp26c1,0.0566068,0.175688,-0.154066653785106,ugt2b34,0.0312329,0,0.0443701966532521,0.198436850438358
man1a2-mgat1,man1a2,64.48077,34.85475,0.86890702849153,mgat1,120.5435785,75.365291,0.670484704588549,0.198422323902982
polr1d-polr2c,polr1d,155.5091,123.402363,0.331232653601218,polr2c,71.960196,49.5415855,0.529638682523803,0.198406028922586
g6pdx-pgd,g6pdx,50.513629,149.40527,-1.54582903517648,pgd,123.603307,416.43704,-1.7442162609896,0.198387225813117
cyp2e1-hsd3b2,cyp2e1,1.33712,1.491553,-0.092313451620655,hsd3b2,0.0866223,0.329114,-0.290614292067777,0.198300840447122
cyp2d10-cyp3a11,cyp2d10,0.120735,0.124892,-0.00534130568916735,cyp3a11,0.165042,0.341664,-0.203641449769447,0.19830014408028
pafah2-pla2g4a,pafah2,28.303527,13.82301,0.983235884326588,pla2g4a,53.63,30.7024994,0.785096837250424,0.198139047076164
aco1-4933405o20rik,aco1,35.533415,30.84946,0.197947705325124,4933405o20rik,0,0,0,0.197947705325124
dhrs4-rdh11,dhrs4,34.7247,20.2484,0.749567685555851,rdh11,41.69448,28.1283,0.551628050158135,0.197939635397717
9130409i23rik-sgpp2,9130409i23rik,0.103479,0,0.142059174353241,sgpp2,0.03292,0.0737046,-0.0558686091265098,0.197927783479751
gucy2e-pde6g,gucy2e,0.0296143,0,0.0421039959632283,pde6g,0.287206,0.0899234,0.240016210249604,0.197912214286376
ces1e-ces2e,ces1e,0,0,0,ces2e,0.146777,0,0.197584874986949,0.197584874986949
ces2c-ces2e,ces2c,0,0,0,ces2e,0.146777,0,0.197584874986949,0.197584874986949
ces2e-ugt1a10,ces2e,0.146777,0,0.197584874986949,ugt1a10,0,0,0,0.197584874986949
ces2e-ugt1a2,ces2e,0.146777,0,0.197584874986949,ugt1a2,0,0,0,0.197584874986949
ces2e-ugt1a9,ces2e,0.146777,0,0.197584874986949,ugt1a9,0,0,0,0.197584874986949
ces2e-ugt2a1,ces2e,0.146777,0,0.197584874986949,ugt2a1,0,0,0,0.197584874986949
ces2e-ugt2a2,ces2e,0.146777,0,0.197584874986949,ugt2a2,0,0,0,0.197584874986949
ces2e-ugt2b37,ces2e,0.146777,0,0.197584874986949,ugt2b37,0,0,0,0.197584874986949
ces2e-ugt2b38,ces2e,0.146777,0,0.197584874986949,ugt2b38,0,0,0,0.197584874986949
cyp1a2-cyp2j5,cyp1a2,0,0.104575,-0.143491380173091,cyp2j5,0.0824835,0.0426886,0.0540366746562019,0.197528054829293
agxt-alas2,agxt,0.114562,0,0.156476871962979,alas2,0.308622,0.346367,-0.0410232911789528,0.197500163141932
glyat-gm4952,glyat,0,0,0,gm4952,0,0.1464254,-0.197142479164974,0.197142479164974
chkb-pcyt1b,chkb,27.011853,35.20374,-0.370101319861765,pcyt1b,1.05297,1.31463482,-0.173072051868706,0.197029267993059
nme6-adcy2,nme6,27.68438225,36.375503,-0.381827546963887,adcy2,2.76882,3.28406,-0.184865792669899,0.196961754293988
acss2-acat1,acss2,11.30606725,6.008105974,0.812273285569687,acat1,51.5242,33.28651,0.615341222447674,0.196932063122012
entpd3-pole3,entpd3,0.518379,0,0.60253194435959,pole3,43.00606,32.22024,0.405639712416856,0.196892231942734
atic-itpa,atic,74.618545,51.8539,0.516730160681391,itpa,60.954883,48.624566,0.320163508481404,0.196566652199987
aprt-gda,aprt,275.874308,443.42848,-0.682720083005901,gda,7.79438,11.319075,-0.48624015572001,0.19647992728589
pde4a-ak7,pde4a,10.271119,8.078441,0.312114277464582,ak7,0.422614,0,0.508544266341883,0.196429988877302
cant1-itpa,cant1,47.4595,32.88366,0.51618980109496,itpa,60.954883,48.624566,0.320163508481404,0.196026292613556
plb1-ptgs1,plb1,1.277601309,0.2043748,0.919230800404245,ptgs1,8.393435,4.690013,0.723220871752177,0.196009928652068
adcy10-gucy2e,adcy10,0,0.112575,-0.15390259314058,gucy2e,0.0296143,0,0.0421039959632283,0.196006589103808
sis-hkdc1,sis,0,0.0598964,-0.0839232548727492,hkdc1,0.0807618,0,0.112048587988198,0.195971842860947
cndp1-gad2,cndp1,0.15941,0.0293767,0.171619801591322,gad2,0,0.0168533,-0.0241115586167405,0.195731360208063
adcy9-polr3gl,adcy9,2.523206553,6.69565031,-1.12715418723735,polr3gl,12.11201,24.00937,-0.931579855847059,0.195574331390295
polr2f-polr3e,polr2f,168.08,136.759,0.295559442196937,polr3e,23.909517,16.722485,0.4911161387728,0.195556696575864
uck1-upp1,uck1,38.42433,33.63488,0.186860561911069,upp1,0.724739,0.323236,0.382307669180898,0.195447107269829
upp1-uck1,upp1,0.724739,0.323236,0.382307669180898,uck1,38.42433,33.63488,0.186860561911069,0.195447107269829
cyp2d9-sult2b1,cyp2d9,0.180623,0.373684,-0.218501814476023,sult2b1,0.7486282,1.329311,-0.413679704560164,0.195177890084142
